ID,Poverty_Code,CRM_Segment,Company_Type,Direction_Meeting,Low_Seniority,High_Seniority,Employees,Income_Level,New_Client,Number_Meetings,First_Meeting,Last_Meeting,Travel_First_Meeting,Travel_Last_Meeting,Size_Indicator
PRIVATE-3618,C,11,PRIVATE,1,6,8,300,F,EXISTING,1,10/04/10,10/04/10,246,246,S
PRIVATE-3619,B,10,PRIVATE,1,7,9,1360,J,NEW,1,09/28/10,09/28/10,254,254,L
PRIVATE-3621,B,6,PRIVATE,1,6,8,800,O,NEW,1,09/02/10,09/02/10,211,211,M-L
PRIVATE-3622,B,7,PRIVATE,1,1,8,761,L,EXISTING,2,05/11/10,09/15/10,341,214,M-L
PRIVATE-3624,C,9,PRIVATE,1,10,12,939,I,NEW,1,10/18/10,10/18/10,91,91,L
PRIVATE-3625,C,11,PRIVATE,1,6,8,1016,F,EXISTING,1,09/01/10,09/01/10,195,195,L
PRIVATE-3626,B,6,PRIVATE,1,7,9,699,N,EXISTING,1,09/22/10,09/22/10,273,273,M-L
PRIVATE-3629,B,5,PRIVATE,1,1,6,557,P,NEW,2,09/15/10,09/22/10,250,243,S-M
PRIVATE-3630,B,11,PRIVATE,1,6,8,255,K,EXISTING,2,04/08/10,09/08/10,424,271,S
PRIVATE-3631,B,11,PRIVATE,1,6,8,245,I,NEW,1,09/23/10,09/23/10,207,207,S
PRIVATE-3634,B,11,PRIVATE,1,6,8,312,L,EXISTING,1,09/28/10,09/28/10,179,179,S
PRIVATE-3635,B,6,PRIVATE,0,6,8,467,L,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-3636,B,11,PRIVATE,1,6,8,405,H,EXISTING,1,09/30/10,09/30/10,178,178,S-M
PRIVATE-3637,C,3,PRIVATE,1,6,9,413,D,NEW,1,11/12/10,11/12/10,195,195,S-M
PRIVATE-3638,C,11,PRIVATE,1,1,8,243,D,NEW,1,01/06/10,01/06/10,530,530,S
PRIVATE-3639,A,3,PRIVATE,0,6,8,1154,P,EXISTING,0,NA,NA,NA,NA,L
PRIVATE-3640,A,7,PRIVATE,1,6,8,800,O,EXISTING,1,09/08/10,09/08/10,287,287,M-L
PRIVATE-3641,C,11,PRIVATE,1,6,8,1200,I,EXISTING,1,09/22/10,09/22/10,272,272,L
PRIVATE-3642,A,7,PRIVATE,1,7,8,1500,N,EXISTING,1,10/13/10,10/13/10,253,253,L
PRIVATE-3645,B,4,PRIVATE,1,1,8,200,F,NEW,2,04/20/10,09/23/10,407,251,S
PRIVATE-3646,D,11,PRIVATE,1,7,8,911,H,NEW,1,10/12/10,10/12/10,245,245,L
PRIVATE-3647,A,6,PRIVATE,1,6,8,405,Q,NEW,1,09/14/10,09/14/10,234,234,S-M
PRIVATE-3648,B,6,PRIVATE,1,6,8,681,L,NEW,1,09/14/10,09/14/10,279,279,M-L
PRIVATE-3649,B,6,PRIVATE,1,6,8,700,O,EXISTING,1,10/01/10,10/01/10,267,267,M-L
PRIVATE-3651,B,7,PRIVATE,1,9,12,1300,M,EXISTING,1,09/15/10,09/15/10,185,185,L
PRIVATE-3652,A,11,PRIVATE,1,7,8,351,M,NEW,1,09/14/11,09/14/11,-204,-204,S-M
PRIVATE-3653,A,6,PRIVATE,1,4,8,624,Z,EXISTING,1,10/12/10,10/12/10,244,244,M-L
PRIVATE-3654,B,6,PRIVATE,1,6,8,804,N,EXISTING,1,10/26/10,10/26/10,159,159,M-L
PRIVATE-3655,A,11,PRIVATE,1,6,8,600,N,EXISTING,2,09/02/10,05/16/11,271,15,M-L
PRIVATE-3656,C,5,PRIVATE,1,1,5,611,Q,EXISTING,1,09/28/10,09/28/10,217,217,M-L
PRIVATE-3657,C,6,PRIVATE,0,1,8,1030,P,NEW,0,NA,NA,NA,NA,L
PRIVATE-3659,C,11,PRIVATE,1,6,8,1168,F,NEW,2,02/25/10,09/07/10,456,262,L
PRIVATE-3660,B,6,PRIVATE,1,7,8,598,Q,NEW,1,09/23/10,09/23/10,214,214,M-L
PRIVATE-3662,B,7,PRIVATE,1,1,8,600,Q,NEW,1,09/01/10,09/01/10,275,275,M-L
PRIVATE-3663,B,6,PRIVATE,1,7,8,1470,Q,NEW,2,10/19/10,10/21/10,175,173,L
PRIVATE-3664,B,11,PRIVATE,0,6,8,487,I,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-3665,C,11,PRIVATE,0,7,8,820,C,EXISTING,0,NA,NA,NA,NA,L
PRIVATE-3666,C,5,PRIVATE,1,1,5,611,Q,NEW,1,09/28/10,09/28/10,217,217,M-L
PRIVATE-3667,A,11,PRIVATE,0,7,8,802,P,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-3668,C,11,PRIVATE,1,7,8,263,L,EXISTING,1,09/28/10,09/28/10,264,264,S
PRIVATE-3669,B,9,PRIVATE,0,9,12,960,I,NEW,0,NA,NA,NA,NA,L
PRIVATE-3671,C,6,PRIVATE,1,6,8,565,G,NEW,2,04/29/10,10/05/10,417,258,S-M
PRIVATE-3672,B,8,PRIVATE,1,6,8,250,I,NEW,1,03/31/10,03/31/10,432,432,S
PRIVATE-3673,B,6,PRIVATE,1,7,8,420,L,EXISTING,1,10/26/10,10/26/10,162,162,S-M
PRIVATE-3675,A,7,PRIVATE,1,6,8,767,M,NEW,1,10/20/10,10/20/10,243,243,M-L
PRIVATE-3676,A,7,PRIVATE,1,7,12,843,L,EXISTING,1,09/23/10,09/23/10,203,203,L
PRIVATE-3677,C,11,PRIVATE,1,2,8,175,K,EXISTING,1,12/08/10,12/08/10,188,188,S
PRIVATE-3680,C,11,PRIVATE,0,6,8,181,E,NEW,0,NA,NA,NA,NA,S
PRIVATE-3682,B,6,PRIVATE,1,7,12,1121,P,EXISTING,1,09/22/10,09/22/10,191,191,L
PRIVATE-3683,B,7,PRIVATE,1,7,8,550,N,NEW,1,09/21/10,09/21/10,186,186,S-M
PRIVATE-3684,A,6,PRIVATE,1,6,8,685,O,NEW,1,09/27/10,09/27/10,144,144,M-L
PRIVATE-3686,B,6,PRIVATE,1,6,8,743,K,NEW,2,05/17/10,09/08/10,355,241,M-L
PRIVATE-3687,B,11,PRIVATE,1,6,8,886,J,NEW,1,11/16/10,11/16/10,189,189,L
PRIVATE-3688,C,6,PRIVATE,0,6,8,580,O,NEW,0,NA,NA,NA,NA,M-L
PRIVATE-3691,B,5,PRIVATE,0,1,5,722,Q,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-3692,B,11,PRIVATE,1,1,8,500,L,NEW,1,09/02/10,09/02/10,226,226,S-M
PRIVATE-3694,B,5,PRIVATE,1,2,6,496,O,EXISTING,1,10/18/10,10/18/10,227,227,S-M
PRIVATE-3695,B,7,PRIVATE,1,9,12,588,M,EXISTING,1,10/14/10,10/14/10,242,242,M-L
PRIVATE-3696,C,11,PRIVATE,1,6,8,575,I,EXISTING,1,09/02/10,09/02/10,271,271,S-M
PRIVATE-3698,C,11,PRIVATE,1,5,8,434,E,NEW,1,09/15/10,09/15/10,270,270,S-M
PRIVATE-3699,B,5,PRIVATE,1,1,5,927,Q,NEW,1,08/12/10,08/12/10,155,155,L
PRIVATE-3700,A,7,PRIVATE,1,6,8,773,P,EXISTING,1,09/29/10,09/29/10,269,269,M-L
PRIVATE-3701,C,2,PRIVATE,1,6,8,1132,L,NEW,1,09/01/10,09/01/10,258,258,L
PRIVATE-3702,B,5,PRIVATE,1,1,6,723,O,NEW,1,09/15/10,09/15/10,248,248,M-L
PRIVATE-3703,B,7,PRIVATE,1,9,12,3000,Q,NEW,2,09/30/10,12/09/10,249,179,L
PRIVATE-3705,B,11,PRIVATE,1,6,8,1200,O,EXISTING,1,10/14/10,10/14/10,242,242,L
PRIVATE-3708,C,2,PRIVATE,1,6,8,553,B,EXISTING,1,10/05/10,10/05/10,235,235,S-M
PRIVATE-3709,B,11,PRIVATE,1,5,8,442,N,NEW,1,09/15/10,09/15/10,272,272,S-M
PRIVATE-3711,B,11,PRIVATE,1,7,12,600,H,NEW,2,05/19/10,09/22/10,380,254,M-L
PRIVATE-3713,C,6,PRIVATE,1,6,8,711,M,EXISTING,1,09/30/10,09/30/10,262,262,M-L
PRIVATE-3714,C,6,PRIVATE,1,8,9,683,J,EXISTING,1,09/22/10,09/22/10,269,269,M-L
PRIVATE-3716,A,6,PRIVATE,1,6,8,430,P,EXISTING,2,09/27/10,10/06/10,273,264,S-M
PRIVATE-3718,B,11,PRIVATE,1,6,8,1044,L,NEW,1,09/24/10,09/24/10,256,256,L
PRIVATE-3719,B,11,PRIVATE,1,5,8,363,L,NEW,1,09/21/10,09/21/10,250,250,S-M
PRIVATE-3720,C,11,PRIVATE,1,6,8,1032,O,EXISTING,2,08/29/10,09/26/10,287,259,L
PRIVATE-3721,C,6,PRIVATE,1,6,8,891,G,EXISTING,2,05/04/10,09/14/10,412,279,L
PRIVATE-3722,A,11,PRIVATE,1,7,9,791,P,NEW,1,09/16/10,09/16/10,264,264,M-L
PRIVATE-3723,0,8,PRIVATE,1,0,NA,0,0,EXISTING,1,10/19/10,10/19/10,224,224,0
PRIVATE-3725,C,2,PRIVATE,1,6,8,614,I,EXISTING,2,04/20/10,09/14/10,342,195,M-L
PRIVATE-3726,A,9,PRIVATE,1,9,12,1693,P,EXISTING,1,09/23/10,09/23/10,188,188,L
PRIVATE-3728,B,11,PRIVATE,1,7,8,609,I,NEW,1,09/22/10,09/22/10,248,248,M-L
PRIVATE-3730,C,11,PRIVATE,1,6,8,1249,L,NEW,1,11/18/10,11/18/10,201,201,L
PRIVATE-3731,A,6,PRIVATE,0,6,8,755,Q,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-3735,B,11,PRIVATE,1,6,8,1174,J,EXISTING,1,09/23/10,09/23/10,250,250,L
PRIVATE-3736,B,6,PRIVATE,1,7,8,777,P,EXISTING,1,09/09/10,09/09/10,227,227,M-L
PRIVATE-3739,B,11,PRIVATE,1,2,12,300,G,EXISTING,1,08/03/10,08/03/10,324,324,S
PRIVATE-3740,C,5,PRIVATE,1,1,6,575,Q,NEW,2,05/06/10,10/07/10,419,265,S-M
PRIVATE-3741,D,11,PRIVATE,1,6,8,279,B,NEW,2,01/21/10,09/13/10,505,270,S
PRIVATE-3742,C,6,PRIVATE,1,6,8,1261,J,EXISTING,1,09/21/10,09/21/10,194,194,L
PRIVATE-3745,C,6,PRIVATE,1,1,8,1266,I,EXISTING,2,05/18/10,08/31/10,298,193,L
PRIVATE-3746,C,11,PRIVATE,0,5,8,479,C,NEW,0,NA,NA,NA,NA,S-M
PRIVATE-3747,C,2,PRIVATE,0,2,8,376,C,NEW,0,NA,NA,NA,NA,S-M
PRIVATE-3748,B,7,PRIVATE,1,7,8,1420,M,EXISTING,2,05/18/10,09/15/10,394,274,L
PRIVATE-3749,A,6,PRIVATE,1,6,8,1032,P,EXISTING,1,09/27/10,09/27/10,166,166,L
PRIVATE-3750,B,2,PRIVATE,1,6,8,698,G,EXISTING,2,09/14/10,09/21/10,274,267,M-L
PRIVATE-3753,B,6,PRIVATE,1,6,8,464,H,NEW,1,10/14/10,10/14/10,247,247,S-M
PRIVATE-3755,B,11,PRIVATE,1,6,8,921,L,NEW,2,05/18/10,10/28/10,376,213,L
PRIVATE-3757,C,11,PRIVATE,1,6,8,1000,B,EXISTING,1,09/09/10,09/09/10,261,261,L
PRIVATE-3758,B,6,PRIVATE,1,1,8,1054,O,NEW,1,09/14/10,09/14/10,207,207,L
PRIVATE-3759,B,9,PRIVATE,1,9,12,1138,A,NEW,1,10/19/10,10/19/10,154,154,L
PRIVATE-3760,B,11,PRIVATE,1,6,8,230,L,EXISTING,1,08/26/10,08/26/10,203,203,S
PRIVATE-3761,B,6,PRIVATE,1,7,8,500,N,NEW,1,09/14/10,09/14/10,200,200,S-M
PRIVATE-3762,C,11,PRIVATE,1,6,8,365,E,NEW,1,09/13/10,09/13/10,258,258,S-M
PRIVATE-3763,C,11,PRIVATE,1,1,8,960,G,NEW,2,05/18/10,09/02/10,356,249,L
PRIVATE-3764,A,6,PRIVATE,1,7,8,655,Q,NEW,1,10/05/10,10/05/10,217,217,M-L
PRIVATE-3767,A,6,PRIVATE,0,6,8,500,Q,NEW,0,NA,NA,NA,NA,S-M
PRIVATE-3768,0,8,PRIVATE,1,0,NA,0,0,EXISTING,2,08/31/10,10/21/10,188,137,0
PRIVATE-3769,B,5,PRIVATE,1,1,5,722,Q,EXISTING,2,05/12/10,09/29/10,374,234,M-L
PRIVATE-3770,C,11,PRIVATE,1,6,8,220,G,NEW,1,05/18/10,05/18/10,300,300,S
PRIVATE-3772,B,5,PRIVATE,0,1,5,525,N,NEW,0,NA,NA,NA,NA,S-M
PRIVATE-3773,B,5,PRIVATE,1,1,5,553,P,EXISTING,1,09/30/10,09/30/10,198,198,S-M
PRIVATE-3774,C,11,PRIVATE,0,5,8,608,I,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-3777,0,8,PRIVATE,0,0,NA,0,0,NEW,0,NA,NA,NA,NA,0
PRIVATE-3778,C,5,PRIVATE,1,1,6,600,J,NEW,1,10/26/10,10/26/10,236,236,M-L
PRIVATE-3780,B,11,PRIVATE,1,6,8,239,M,EXISTING,2,05/23/10,08/24/10,293,200,S
PRIVATE-3781,B,6,PRIVATE,1,6,8,460,M,NEW,1,09/20/10,09/20/10,199,199,S-M
PRIVATE-3782,B,6,PRIVATE,1,6,8,981,M,NEW,2,03/25/10,09/19/10,439,261,L
PRIVATE-3784,B,11,PRIVATE,1,6,8,930,O,NEW,1,09/23/10,09/23/10,235,235,L
PRIVATE-3785,B,11,PRIVATE,1,6,8,564,G,NEW,1,09/23/10,09/23/10,257,257,S-M
PRIVATE-3789,D,11,PRIVATE,1,7,8,500,B,NEW,1,09/21/10,09/21/10,239,239,S-M
PRIVATE-3791,C,11,PRIVATE,1,7,8,325,Z,EXISTING,1,10/19/10,10/19/10,231,231,S
PRIVATE-3792,B,11,PRIVATE,1,6,8,422,L,EXISTING,1,10/05/10,10/05/10,252,252,S-M
PRIVATE-3793,C,11,PRIVATE,1,6,8,594,F,NEW,1,09/14/10,09/14/10,259,259,M-L
PRIVATE-3794,B,5,PRIVATE,1,1,6,530,Q,NEW,2,09/09/10,09/21/10,194,182,S-M
PRIVATE-3795,B,6,PRIVATE,1,6,8,650,M,EXISTING,2,09/28/10,09/29/10,203,202,M-L
PRIVATE-3797,B,11,PRIVATE,1,6,8,422,L,EXISTING,1,10/05/10,10/05/10,252,252,S-M
PRIVATE-3798,C,11,PRIVATE,1,6,8,400,G,NEW,2,05/04/10,09/30/10,399,250,S-M
PRIVATE-3799,B,6,PRIVATE,1,7,8,420,L,EXISTING,1,10/26/10,10/26/10,162,162,S-M
PRIVATE-3801,A,6,PRIVATE,1,1,8,360,O,EXISTING,1,09/09/10,09/09/10,248,248,S-M
PRIVATE-3802,B,11,PRIVATE,1,6,8,1000,P,NEW,2,05/28/10,09/15/10,342,232,L
PRIVATE-3803,B,5,PRIVATE,0,1,6,670,O,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-3805,B,11,PRIVATE,1,6,8,885,L,EXISTING,1,09/16/10,09/16/10,228,228,L
PRIVATE-3806,B,8,PRIVATE,1,6,8,236,Z,EXISTING,2,04/22/10,09/09/10,426,286,S
PRIVATE-3807,B,8,PRIVATE,1,6,8,236,Z,NEW,2,04/22/10,09/09/10,426,286,S
PRIVATE-3809,B,11,PRIVATE,1,5,12,586,J,EXISTING,1,09/21/10,09/21/10,191,191,M-L
PRIVATE-3810,B,11,PRIVATE,1,6,8,881,L,NEW,1,11/03/10,11/03/10,215,215,L
PRIVATE-3813,B,11,PRIVATE,1,6,8,830,K,NEW,1,09/27/10,09/27/10,253,253,L
PRIVATE-3814,A,6,PRIVATE,1,6,8,522,Q,NEW,1,10/20/10,10/20/10,220,220,S-M
PRIVATE-3815,B,11,PRIVATE,1,6,8,594,H,EXISTING,1,09/14/10,09/14/10,253,253,M-L
PRIVATE-3816,B,11,PRIVATE,1,6,8,818,M,EXISTING,1,09/22/10,09/22/10,252,252,L
PRIVATE-3817,C,3,PRIVATE,1,6,9,413,D,NEW,1,11/12/10,11/12/10,195,195,S-M
PRIVATE-3818,A,11,PRIVATE,1,4,8,525,M,EXISTING,1,09/16/10,09/16/10,214,214,S-M
PRIVATE-3819,C,11,PRIVATE,1,6,8,960,C,NEW,2,05/18/10,09/28/10,335,202,L
PRIVATE-3820,A,7,PRIVATE,1,6,8,1050,P,EXISTING,2,05/06/10,09/14/10,319,188,L
PRIVATE-3821,0,5,PRIVATE,0,2,6,0,D,EXISTING,0,NA,NA,NA,NA,0
PRIVATE-3822,B,11,PRIVATE,1,7,9,1050,H,NEW,1,09/14/10,09/14/10,198,198,L
PRIVATE-3823,B,5,PRIVATE,0,1,8,165,O,EXISTING,0,NA,NA,NA,NA,S
PRIVATE-3825,A,6,PRIVATE,0,6,8,1000,Q,EXISTING,0,NA,NA,NA,NA,L
PRIVATE-3826,B,6,PRIVATE,1,6,8,850,J,NEW,1,09/16/10,09/16/10,207,207,L
PRIVATE-3827,C,11,PRIVATE,1,8,9,510,H,EXISTING,1,09/22/10,09/22/10,250,250,S-M
PRIVATE-3828,B,5,PRIVATE,1,1,6,741,N,NEW,1,09/23/10,09/23/10,197,197,M-L
PRIVATE-3829,B,11,PRIVATE,1,6,8,760,G,EXISTING,2,04/13/10,08/31/10,332,192,M-L
PRIVATE-3830,B,7,PRIVATE,1,6,8,1026,Q,NEW,1,09/30/10,09/30/10,203,203,L
PRIVATE-3831,E,6,PRIVATE,1,6,8,280,O,NEW,1,09/08/10,09/08/10,260,260,S
PRIVATE-3832,B,11,PRIVATE,1,5,8,500,I,EXISTING,1,10/18/10,10/18/10,237,237,S-M
PRIVATE-3833,B,5,PRIVATE,1,2,6,407,O,EXISTING,1,04/22/10,04/22/10,354,354,S-M
PRIVATE-3835,C,6,PRIVATE,1,7,8,400,N,EXISTING,1,10/12/10,10/12/10,240,240,S-M
PRIVATE-3838,A,11,PRIVATE,1,6,8,1127,M,NEW,2,08/31/10,10/06/10,247,211,L
PRIVATE-3840,B,11,PRIVATE,1,4,8,300,J,EXISTING,1,09/14/10,09/14/10,259,259,S
PRIVATE-3841,B,6,PRIVATE,1,6,8,1000,Q,EXISTING,1,10/05/10,10/05/10,202,202,L
PRIVATE-3842,B,9,PRIVATE,1,9,12,1625,Q,EXISTING,1,10/28/10,10/28/10,170,170,L
PRIVATE-3843,B,5,PRIVATE,1,1,8,475,M,NEW,1,09/14/10,09/14/10,269,269,S-M
PRIVATE-3845,C,2,PRIVATE,0,1,8,270,M,NEW,0,NA,NA,NA,NA,S
PRIVATE-3846,B,9,PRIVATE,1,9,12,425,I,NEW,1,09/28/10,09/28/10,172,172,S-M
PRIVATE-3847,B,11,PRIVATE,1,6,8,200,I,NEW,1,09/13/10,09/13/10,272,272,S
PRIVATE-3848,B,11,PRIVATE,1,6,8,230,L,NEW,1,08/26/10,08/26/10,203,203,S
PRIVATE-3849,C,5,PRIVATE,1,1,5,450,E,NEW,1,09/09/10,09/09/10,234,234,S-M
PRIVATE-3851,B,7,PRIVATE,1,6,8,1672,I,EXISTING,1,09/22/10,09/22/10,273,273,L
PRIVATE-3853,B,6,PRIVATE,1,7,8,843,Q,EXISTING,1,08/31/10,08/31/10,207,207,L
PRIVATE-3854,B,9,PRIVATE,1,9,12,2520,P,EXISTING,1,10/13/10,10/13/10,251,251,L
PRIVATE-3855,B,9,PRIVATE,1,9,9,730,M,EXISTING,1,09/21/10,09/21/10,259,259,M-L
PRIVATE-3856,C,9,PRIVATE,1,9,12,1785,E,NEW,1,10/06/10,10/06/10,243,243,L
PRIVATE-3857,C,6,PRIVATE,1,6,8,1265,K,EXISTING,1,10/13/10,10/13/10,174,174,L
PRIVATE-3858,B,9,PRIVATE,1,9,12,425,I,NEW,1,09/28/10,09/28/10,172,172,S-M
PRIVATE-3859,0,8,PRIVATE,1,0,NA,0,0,EXISTING,1,09/30/10,09/30/10,258,258,0
PRIVATE-3860,C,11,PRIVATE,1,1,8,82,G,EXISTING,1,09/29/10,09/29/10,259,259,S
PRIVATE-3861,C,11,PRIVATE,1,6,8,561,K,EXISTING,1,09/20/10,09/20/10,218,218,S-M
PRIVATE-3862,B,5,PRIVATE,1,1,5,556,L,NEW,2,04/06/10,09/09/10,367,211,S-M
PRIVATE-3863,A,6,PRIVATE,1,7,8,728,O,EXISTING,1,09/14/10,09/14/10,211,211,M-L
PRIVATE-3865,C,11,PRIVATE,1,6,8,1700,I,NEW,1,09/23/10,09/23/10,206,206,L
PRIVATE-3868,A,11,PRIVATE,1,6,8,880,Q,EXISTING,2,10/19/10,11/08/10,228,208,L
PRIVATE-3869,C,11,PRIVATE,1,7,8,693,L,EXISTING,2,05/20/10,09/16/10,390,271,M-L
PRIVATE-3871,B,11,PRIVATE,1,6,8,70,L,EXISTING,1,09/09/10,09/09/10,267,267,S
PRIVATE-3873,B,11,PRIVATE,0,6,8,667,K,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-3874,B,11,PRIVATE,1,5,8,797,L,NEW,1,09/20/10,09/20/10,260,260,M-L
PRIVATE-3877,A,6,PRIVATE,1,6,8,975,Q,EXISTING,1,09/21/10,09/21/10,195,195,L
PRIVATE-3879,B,11,PRIVATE,1,6,8,503,J,EXISTING,2,05/06/10,09/08/10,379,254,S-M
PRIVATE-3880,B,11,PRIVATE,1,6,8,150,J,EXISTING,1,10/05/10,10/05/10,245,245,S
PRIVATE-3882,B,5,PRIVATE,0,1,6,410,Q,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-3883,A,7,PRIVATE,1,7,8,761,Q,NEW,2,05/25/10,09/28/10,394,268,M-L
PRIVATE-3884,A,6,PRIVATE,1,6,8,1050,Q,NEW,2,05/20/10,09/14/10,325,208,L
PRIVATE-3885,B,6,PRIVATE,1,7,8,771,Q,EXISTING,1,10/09/10,10/09/10,254,254,M-L
PRIVATE-3886,B,6,PRIVATE,1,6,8,840,P,NEW,2,04/22/10,09/23/10,424,270,L
PRIVATE-3887,C,11,PRIVATE,1,7,8,600,L,EXISTING,1,10/07/10,10/07/10,259,259,M-L
PRIVATE-3888,C,6,PRIVATE,0,1,8,786,G,NEW,0,NA,NA,NA,NA,M-L
PRIVATE-3889,B,6,PRIVATE,0,4,8,518,L,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-3893,B,6,PRIVATE,1,1,8,1054,O,EXISTING,1,09/14/10,09/14/10,207,207,L
PRIVATE-3894,B,11,PRIVATE,1,7,8,841,O,EXISTING,1,09/28/10,09/28/10,251,251,L
PRIVATE-3895,B,11,PRIVATE,1,5,8,230,K,EXISTING,2,04/29/10,09/08/10,409,277,S
PRIVATE-3896,B,6,PRIVATE,0,6,8,860,K,NEW,0,NA,NA,NA,NA,L
PRIVATE-3897,B,11,PRIVATE,1,6,8,650,G,NEW,1,10/14/10,10/14/10,231,231,M-L
PRIVATE-3898,B,11,PRIVATE,1,5,8,797,L,EXISTING,1,09/20/10,09/20/10,260,260,M-L
PRIVATE-3899,B,11,PRIVATE,0,6,8,704,M,NEW,0,NA,NA,NA,NA,M-L
PRIVATE-3900,B,11,PRIVATE,1,6,8,301,H,NEW,2,05/11/10,09/16/10,382,254,S
PRIVATE-3901,B,11,PRIVATE,1,6,8,730,I,NEW,1,09/28/10,09/28/10,218,218,M-L
PRIVATE-3903,C,11,PRIVATE,1,6,8,441,M,EXISTING,1,09/23/10,09/23/10,244,244,S-M
PRIVATE-3904,C,11,PRIVATE,1,6,8,811,F,EXISTING,1,09/23/10,09/23/10,183,183,M-L
PRIVATE-3905,B,6,PRIVATE,1,7,9,734,L,NEW,1,09/13/10,09/13/10,201,201,M-L
PRIVATE-3906,C,6,PRIVATE,1,1,8,1011,P,NEW,1,10/19/10,10/19/10,221,221,L
PRIVATE-3907,C,8,PRIVATE,1,6,8,900,O,EXISTING,2,05/12/10,06/02/10,346,325,L
PRIVATE-3908,D,2,PRIVATE,1,6,8,690,B,EXISTING,1,09/21/10,09/21/10,265,265,M-L
PRIVATE-3909,B,11,PRIVATE,1,6,8,818,M,EXISTING,1,09/22/10,09/22/10,252,252,L
PRIVATE-3910,C,3,PRIVATE,1,1,8,525,C,NEW,1,12/07/10,12/07/10,176,176,S-M
PRIVATE-3911,C,6,PRIVATE,1,7,8,750,I,EXISTING,1,09/08/10,09/08/10,221,221,M-L
PRIVATE-3913,B,6,PRIVATE,1,1,8,415,M,NEW,1,09/09/10,09/09/10,206,206,S-M
PRIVATE-3914,B,11,PRIVATE,1,6,8,996,D,EXISTING,1,09/28/10,09/28/10,165,165,L
PRIVATE-3915,C,11,PRIVATE,1,6,8,904,L,NEW,2,09/28/10,09/30/10,259,257,L
PRIVATE-3917,B,5,PRIVATE,1,1,5,697,M,EXISTING,1,10/05/10,10/05/10,265,265,M-L
PRIVATE-3918,A,7,PRIVATE,1,9,12,1693,P,EXISTING,2,09/23/10,09/30/10,146,139,L
PRIVATE-3919,B,6,PRIVATE,1,6,8,752,O,NEW,1,10/12/10,10/12/10,258,258,M-L
PRIVATE-3920,C,11,PRIVATE,1,6,8,1203,F,EXISTING,2,05/19/10,09/02/10,382,276,L
PRIVATE-3921,B,6,PRIVATE,1,6,8,1135,O,EXISTING,1,09/01/10,09/01/10,214,214,L
PRIVATE-3923,B,11,PRIVATE,1,6,8,320,H,EXISTING,1,09/01/10,09/01/10,279,279,S
PRIVATE-3925,B,6,PRIVATE,1,6,8,520,M,EXISTING,1,09/22/10,09/22/10,234,234,S-M
PRIVATE-3926,A,6,PRIVATE,1,6,8,916,Q,EXISTING,1,10/05/10,10/05/10,257,257,L
PRIVATE-3927,B,11,PRIVATE,1,6,8,295,K,EXISTING,1,09/07/10,09/07/10,274,274,S
PRIVATE-3928,B,7,PRIVATE,1,6,8,1256,M,NEW,1,09/14/10,09/14/10,280,280,L
PRIVATE-3929,C,11,PRIVATE,1,6,8,950,G,NEW,1,10/13/10,10/13/10,249,249,L
PRIVATE-3931,B,7,PRIVATE,1,6,8,942,M,EXISTING,1,09/21/10,09/21/10,277,277,L
PRIVATE-3933,B,5,PRIVATE,1,2,6,622,O,EXISTING,1,03/23/10,03/23/10,384,384,M-L
PRIVATE-3934,A,5,PRIVATE,1,3,6,240,M,EXISTING,1,09/28/10,09/28/10,148,148,S
PRIVATE-3938,A,6,PRIVATE,1,6,8,957,P,EXISTING,2,05/21/10,09/28/10,380,250,L
PRIVATE-3940,B,11,PRIVATE,1,7,9,824,G,EXISTING,1,09/08/10,09/08/10,174,174,L
PRIVATE-3942,B,5,PRIVATE,1,1,5,1072,O,NEW,1,08/26/10,08/26/10,218,218,L
PRIVATE-3943,A,6,PRIVATE,1,6,8,500,M,EXISTING,1,09/15/10,09/15/10,211,211,S-M
PRIVATE-3946,B,11,PRIVATE,1,6,8,947,O,EXISTING,1,10/12/10,10/12/10,151,151,L
PRIVATE-3947,B,11,PRIVATE,1,7,8,269,K,EXISTING,2,05/25/10,10/05/10,293,160,S
PRIVATE-3948,B,11,PRIVATE,1,6,8,725,C,NEW,1,09/30/10,09/30/10,262,262,M-L
PRIVATE-3949,B,11,PRIVATE,1,6,8,200,J,EXISTING,1,09/15/10,09/15/10,264,264,S
PRIVATE-3951,C,11,PRIVATE,1,6,8,260,E,EXISTING,2,05/25/10,10/05/10,378,245,S
PRIVATE-3952,B,6,PRIVATE,1,7,8,395,K,NEW,2,06/07/10,09/27/10,359,247,S-M
PRIVATE-3953,C,11,PRIVATE,1,6,8,760,F,NEW,2,05/06/10,10/19/10,399,233,M-L
PRIVATE-3954,B,6,PRIVATE,1,6,8,1100,Q,EXISTING,2,04/27/10,09/21/10,355,208,L
