ID,Program_Code,Min_Seniority,Max_Seniority,Origin_State,Days,Travel_Type,Departure_Date,Return_Date,Participant,Total_Participants,First_Communicarion,Last_Communicarion,Cancelled,Discounted,Initial_Date,Region,Company_Sponsor,Product_Type,Type_Low_Seniority,Type_High_Seniority,Type_Seniority,Departure_Month,Type_Low,Type_High,Type,Code_Aggregation,Same_Type_Flag,Enrollment,Participant_Ratio,Participant_Difference,Retained
HS-622-40692,HS,5,5,CA,2,A,05/29/11,05/30/11,38,39,,09/13/10,2,1,06/10/10,Southern California,1,CA History,<5,<5,,June,2,5-8,2-5-8,H,0,0.178403756,0.974358974,1,1
HS-646-40665,HS,5,5,CA,1,A,05/02/11,05/02/11,15,16,,11/27/10,0,2,06/10/10,Southern California,1,CA History,<5,<5,,May,1,5-8,1-5-8,H,0,NA,0.941176471,1,1
HD-1248-40627,HD,6,6,TX,5,A,03/25/11,03/29/11,37,41,,08/25/10,2,4,06/10/10,Dallas,0,East Coast,5-8,5-8,5-8-5-8,March,Undefined,Undefined,Undefined-Undefined,H,1,0.1625,0.906976744,4,1
HS-2140-40632,HS,3,3,CA,2,A,03/30/11,03/31/11,7,8,,09/18/10,2,2,06/10/10,Southern California,0,CA History,<5,<5,,April,2,2,2-2,H,1,0.013333333,0.875,1,1
HS-3383-40692,HS,5,5,CA,2,A,05/29/11,05/30/11,40,41,,09/15/10,4,0,06/10/10,Southern California,1,CA History,<5,<5,<5-<5,June,2,2,2-2,H,1,0.178403756,0.974358974,1,1
HS-3772-40632,HS,4,4,CA,2,A,03/30/11,03/31/11,7,8,,09/21/10,0,2,06/10/10,Southern California,0,CA History,<5,<5,,April,2,<5,2-<5,H,0,0.013333333,0.875,1,1
HS-3821-40665,HS,5,5,CA,1,A,05/02/11,05/02/11,16,17,,11/29/10,0,2,06/10/10,Southern California,1,CA History,<5,<5,<5-<5,May,1,1,1-1,H,1,NA,0.941176471,1,1
HS-3987-40621,HS,4,4,CA,3,A,03/19/11,03/21/11,23,23,06/04/10,09/19/10,4,0,06/10/10,Southern California,0,CA History,<5,<5,<5-<5,March,2,2,2-2,H,1,0.084291188,1,0,1
HS-4131-40621,HS,4,4,CA,3,A,03/19/11,03/21/11,22,22,06/10/10,09/25/10,5,0,06/10/10,Southern California,0,CA History,<5,<5,,March,2,5-8,2-5-8,H,0,0.084291188,1,0,1
HD-2493-40688,HD,9,9,IL,3,A,05/25/11,05/27/11,29,32,,08/25/10,3,2,06/11/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,H,1,0.069711538,0.90625,3,1
HD-2701-40688,HD,9,9,IL,3,A,05/25/11,05/27/11,28,31,,08/23/10,3,3,06/11/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.069711538,0.90625,3,1
SG-3020-40662,SG,6,6,NH,5,A,04/29/11,05/03/11,26,28,06/06/10,08/25/10,2,1,06/11/10,Other,0,West,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,S,1,0.0382263,0.925925926,2,1
SG-4085-40662,SG,7,7,NH,5,A,04/29/11,05/03/11,24,26,06/10/10,08/29/10,1,3,06/11/10,Other,0,West,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,S,1,0.0382263,0.925925926,2,1
HZ-480-40666,HZ,3,3,CA,1,T,05/03/11,05/03/11,33,34,,09/26/10,2,0,06/12/10,Southern California,1,CA History,<5,<5,<5-<5,May,2,2,2-2,H,1,0.056994819,0.970588235,1,1
HS-717-40638,HS,4,4,CA,1,A,04/05/11,04/05/11,7,8,,09/17/10,2,1,06/12/10,Southern California,1,CA History,<5,<5,<5-<5,April,2,2,2-2,H,1,0.009446694,0.875,1,1
HZ-1582-40666,HZ,3,3,CA,1,T,05/03/11,05/03/11,33,34,,09/19/10,1,1,06/12/10,Southern California,1,CA History,<5,<5,<5-<5,May,2,2,2-2,H,1,0.056994819,0.970588235,1,1
HS-3828-40638,HS,3,3,CA,1,A,04/05/11,04/05/11,7,8,,09/13/10,3,1,06/12/10,Southern California,1,CA History,<5,<5,,April,2,5-8,2-5-8,H,0,0.009446694,0.875,1,1
HD-158-40711,HD,9,9,CA,6,A,06/17/11,06/22/11,18,19,06/12/10,09/17/10,3,2,06/13/10,Southern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.02464332,0.95,1,1
HZ-2865-40685,HZ,9,9,CA,2,T,05/22/11,05/23/11,28,30,,12/14/10,7,2,06/13/10,Southern California,1,CA History,5-8,5-8,,May,2,5-8,2-5-8,H,0,0.038167939,0.9375,2,1
HD-3885-40711,HD,9,9,CA,6,A,06/17/11,06/22/11,20,21,06/07/10,09/12/10,4,1,06/13/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.02464332,0.95,1,1
HZ-3888-40685,HZ,8,8,CA,2,T,05/22/11,05/23/11,28,30,,12/12/10,5,2,06/13/10,Southern California,1,CA History,5-8,5-8,,May,2,5-8,2-5-8,H,0,0.038167939,0.9375,2,1
HC-767-40708,HC,7,8,CA,6,A,06/14/11,06/19/11,14,15,07/12/10,07/12/10,3,1,06/15/10,Northern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.019230769,0.928571429,1,1
HY-1016-40691,HY,7,7,NH,4,T,05/28/11,05/31/11,135,143,06/12/10,09/17/10,13,7,06/15/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.114991482,0.944055944,8,1
HC-1076-40708,HC,7,8,CA,6,A,06/14/11,06/19/11,14,15,07/19/10,07/19/10,4,1,06/15/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.019230769,0.928571429,1,1
HD-1414-40695,HD,11,12,MS,3,A,06/01/11,06/03/11,14,16,,08/18/10,6,2,06/15/10,Other,0,East Coast,>8,>8,,June,5-8,>8,5-8->8,H,0,0.028301887,0.882352941,2,1
HS-2884-40674,HS,3,3,CA,1,A,05/11/11,05/11/11,54,55,,09/11/10,6,0,06/15/10,Southern California,0,CA History,<5,<5,,May,2,5-8,2-5-8,H,0,0.094444444,0.980769231,1,1
HY-3735-40691,HY,8,8,NH,4,T,05/28/11,05/31/11,128,136,06/13/10,09/18/10,15,9,06/15/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,H,1,0.114991482,0.944055944,8,1
HS-3824-40674,HS,3,3,CA,1,A,05/11/11,05/11/11,48,49,,09/09/10,8,1,06/15/10,Southern California,0,CA History,<5,<5,,May,2,5-8,2-5-8,H,0,0.094444444,0.980769231,1,1
HD-27-40689,HD,7,8,CA,5,A,05/26/11,05/30/11,12,13,,06/16/10,4,0,06/16/10,Southern California,0,East Coast,5-8,5-8,,May,2,2,2-2,H,1,0.045283019,0.923076923,1,0
HD-784-40692,HD,7,7,MI,3,A,05/29/11,05/31/11,33,36,06/16/10,09/09/10,4,3,06/16/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.04125,0.916666667,3,1
SG-820-40631,SG,6,6,VA,5,A,03/29/11,04/02/11,50,55,,09/18/10,4,6,06/16/10,Other,0,West,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,S,1,0.056623932,0.913793103,5,1
HD-966-40692,HD,8,8,MI,3,A,05/29/11,05/31/11,33,36,06/11/10,09/04/10,3,2,06/16/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.04125,0.916666667,3,1
HD-992-40698,HD,5,7,TX,5,A,06/04/11,06/08/11,20,22,,06/10/10,1,3,06/16/10,Dallas,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.040856031,0.913043478,2,0
SG-1584-40631,SG,8,8,VA,5,A,03/29/11,04/02/11,50,55,,09/23/10,5,6,06/16/10,Other,0,West,5-8,5-8,,April,5-8,5-8,5-8-5-8,S,1,0.056623932,0.913793103,5,1
HD-1599-40698,HD,6,8,TX,5,A,06/04/11,06/08/11,21,23,,06/19/10,1,3,06/16/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,>8,5-8->8,H,0,0.040856031,0.913043478,2,0
HD-2062-40700,HD,9,9,LA,4,A,06/06/11,06/09/11,5,6,,09/09/10,13,1,06/16/10,Other,0,East Coast,5-8,5-8,,June,1,5-8,1-5-8,H,0,0.0125,0.833333333,1,1
HC-2116-40697,HC,8,9,TX,5,A,06/03/11,06/07/11,11,12,,09/09/10,2,1,06/16/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.012552301,0.923076923,1,0
HD-2839-40693,HD,9,9,MN,3,A,05/30/11,06/01/11,28,32,,08/26/10,1,3,06/16/10,Other,0,East Coast,5-8,5-8,,June,<5,5-8,<5-5-8,H,0,0.031111111,0.875,4,1
HD-2875-40693,HD,8,8,MN,3,A,05/30/11,06/01/11,29,33,,08/21/10,2,4,06/16/10,Other,0,East Coast,5-8,5-8,,June,<5,5-8,<5-5-8,H,0,0.031111111,0.875,4,1
HD-3241-40700,HD,8,8,LA,4,A,06/06/11,06/09/11,5,6,,09/11/10,14,2,06/16/10,Other,0,East Coast,5-8,5-8,,June,1,5-8,1-5-8,H,0,0.0125,0.833333333,1,1
HC-3327-40697,HC,6,7,TX,5,A,06/03/11,06/07/11,13,14,,09/04/10,2,1,06/16/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.012552301,0.923076923,1,0
HD-3881-40689,HD,5,6,CA,5,A,05/26/11,05/30/11,13,14,,06/15/10,6,0,06/16/10,Southern California,0,East Coast,5-8,5-8,,May,2,5-8,2-5-8,H,0,0.045283019,0.923076923,1,0
HS-8-40702,HS,3,3,CA,2,A,06/08/11,06/09/11,46,47,06/27/10,09/14/10,0,0,06/17/10,Southern California,0,CA History,<5,<5,,June,1,5-8,1-5-8,H,0,0.036666667,0.977777778,1,0
HD-319-40635,HD,9,9,CA,7,A,04/02/11,04/08/11,17,19,,06/19/10,2,3,06/17/10,Southern California,0,East Coast,5-8,5-8,,April,<5,<5,<5-<5,H,1,0.019650655,0.9,2,1
HD-1835-40635,HD,9,9,CA,7,A,04/02/11,04/08/11,19,21,,06/15/10,3,1,06/17/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,April,<5,<5,<5-<5,H,1,0.019650655,0.9,2,1
HS-3470-40702,HS,4,4,CA,2,A,06/08/11,06/09/11,44,45,07/03/10,09/20/10,0,0,06/17/10,Southern California,0,CA History,<5,<5,,June,1,5-8,1-5-8,H,0,0.036666667,0.977777778,1,0
CD-3765-40676,CD,4,5,TX,4,A,05/13/11,05/16/11,13,14,06/19/10,08/11/10,0,0,06/17/10,Dallas,0,East Coast,<5,5-8,,May,2,5-8,2-5-8,C,0,0.185714286,0.928571429,1,0
CD-3902-40676,CD,5,6,TX,4,A,05/13/11,05/16/11,14,15,06/19/10,08/11/10,0,1,06/17/10,Dallas,0,East Coast,<5,5-8,,May,2,5-8,2-5-8,C,0,0.185714286,0.928571429,1,0
HC-238-40698,HC,6,7,WY,6,A,06/04/11,06/09/11,13,14,,08/16/10,2,0,06/18/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.040935673,0.933333333,1,1
HC-1132-40698,HC,8,9,WY,6,A,06/04/11,06/09/11,15,16,,08/19/10,2,2,06/18/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.040935673,0.933333333,1,1
HD-1669-40700,HD,9,9,TX,4,A,06/06/11,06/09/11,7,8,,08/07/10,0,1,06/18/10,Dallas,0,East Coast,5-8,5-8,5-8-5-8,June,1,1,1-1,H,1,0.010802469,0.875,1,1
HD-2028-40700,HD,7,7,TX,4,A,06/06/11,06/09/11,7,8,,08/08/10,1,0,06/18/10,Dallas,0,East Coast,5-8,5-8,,June,1,1,1-1,H,1,0.010802469,0.875,1,1
HD-155-40703,HD,5,,OK,5,A,06/09/11,06/13/11,5,6,,09/04/10,5,0,06/22/10,Other,0,East Coast,<5,Undefined,,June,1,<5,1-<5,H,0,0.006613757,0.833333333,1,1
HD-205-40690,HD,6,6,MN,5,A,05/27/11,05/31/11,53,56,,06/26/10,0,2,06/22/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,1,1,1-1,H,1,0.081538462,0.946428571,3,1
HD-1553-40690,HD,7,7,MN,5,A,05/27/11,05/31/11,50,53,,06/28/10,0,4,06/22/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,1,1,1-1,H,1,0.081538462,0.946428571,3,1
HD-2440-40703,HD,5,,OK,5,A,06/09/11,06/13/11,5,6,,09/12/10,5,2,06/22/10,Other,0,East Coast,<5,Undefined,<5-Undefined,June,1,1,1-1,H,1,0.006613757,0.833333333,1,1
SK-1847-40716,SK,10,10,TX,5,A,06/22/11,06/26/11,19,21,,06/20/10,0,2,06/23/10,Houston,0,West,>8,>8,,June,2,2,2-2,S,1,0.035087719,0.909090909,2,1
HD-2664-40677,HD,9,9,MA,4,T,05/14/11,05/17/11,31,32,,,2,0,06/23/10,Other,0,East Coast,5-8,5-8,,May,1,>8,1->8,H,0,0.106451613,0.970588235,1,0
HD-3788-40677,HD,9,9,MA,4,T,05/14/11,05/17/11,33,34,,,3,2,06/23/10,Other,0,East Coast,5-8,5-8,,May,1,>8,1->8,H,0,0.106451613,0.970588235,1,0
HD-1869-40633,HD,8,8,CA,6,A,03/31/11,04/05/11,10,12,,08/16/10,2,2,06/24/10,Southern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.01047619,0.846153846,2,1
HD-462-40705,HD,7,7,WI,4,A,06/11/11,06/14/11,37,41,,08/08/10,0,3,06/25/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.07505071,0.902439024,4,1
HD-2118-40705,HD,9,9,WI,4,A,06/11/11,06/14/11,37,41,,08/11/10,2,4,06/25/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.07505071,0.902439024,4,1
HD-4057-40651,HD,8,8,CA,6,A,04/18/11,04/23/11,55,60,,09/16/10,6,4,06/25/10,Southern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.066073698,0.912280702,5,1
HD-762-40699,HD,9,,WI,5,T,06/05/11,06/09/11,36,40,,10/19/10,2,4,06/29/10,Other,0,East Coast,5-8,Undefined,,June,5-8,5-8,5-8-5-8,H,1,0.096446701,0.904761905,4,1
HD-995-40696,HD,8,9,FL,6,T,06/02/11,06/07/11,23,25,,08/05/10,4,1,06/29/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.020054695,0.916666667,2,0
HD-2150-40696,HD,6,7,FL,6,T,06/02/11,06/07/11,23,25,,08/02/10,6,3,06/29/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.020054695,0.916666667,2,0
HD-2570-40699,HD,7,,WI,5,T,06/05/11,06/09/11,40,44,,10/21/10,1,5,06/29/10,Other,0,East Coast,5-8,Undefined,,June,5-8,5-8,5-8-5-8,H,1,0.096446701,0.904761905,4,1
HD-499-40635,HD,8,8,CA,6,A,04/02/11,04/07/11,49,52,,09/05/10,2,3,06/30/10,Northern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.076672104,0.94,3,1
HD-2331-40635,HD,8,8,CA,6,A,04/02/11,04/07/11,45,48,,09/02/10,0,3,06/30/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.076672104,0.94,3,1
HD-159-40607,HD,9,9,FL,4,A,03/05/11,03/08/11,32,35,,08/09/10,8,3,07/01/10,Other,0,East Coast,5-8,5-8,5-8-5-8,March,1,1,1-1,H,1,0.029090909,0.914285714,3,1
HD-1290-40712,HD,6,8,IN,4,A,06/18/11,06/21/11,4,5,,08/13/10,3,0,07/01/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.005970149,0.8,1,1
HD-1611-40712,HD,7,9,IN,4,A,06/18/11,06/21/11,4,5,,08/19/10,4,2,07/01/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.005970149,0.8,1,1
HD-1764-40607,HD,9,9,FL,4,A,03/05/11,03/08/11,30,33,,08/10/10,9,2,07/01/10,Other,0,East Coast,5-8,5-8,,March,1,>8,1->8,H,0,0.029090909,0.914285714,3,1
HD-1838-40710,HD,8,9,WA,6,A,06/16/11,06/21/11,16,18,,08/28/10,0,3,07/01/10,Pacific Northwest,0,East Coast,5-8,5-8,,June,<5,5-8,<5-5-8,H,0,0.03250478,0.894736842,2,0
HD-2877-40710,HD,7,8,WA,6,A,06/16/11,06/21/11,18,20,,08/29/10,2,3,07/01/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,June,<5,<5,<5-<5,H,1,0.03250478,0.894736842,2,0
SG-89-40608,SG,6,6,FL,3,T,03/06/11,03/08/11,36,39,,08/31/10,0,2,07/02/10,Other,0,West,5-8,5-8,,March,1,>8,1->8,S,0,0.032727273,0.923076923,3,1
SK-702-40607,SK,8,8,FL,4,T,03/05/11,03/08/11,24,27,,08/31/10,5,4,07/02/10,Other,0,West,5-8,5-8,,March,1,>8,1->8,S,0,0.020909091,0.884615385,3,1
SG-1546-40608,SG,5,5,FL,3,T,03/06/11,03/08/11,36,39,,08/27/10,0,4,07/02/10,Other,0,West,5-8,5-8,,March,1,>8,1->8,S,0,0.032727273,0.923076923,3,1
SK-4148-40607,SK,7,7,FL,4,T,03/05/11,03/08/11,22,25,,08/29/10,9,2,07/02/10,Other,0,West,5-8,5-8,5-8-5-8,March,1,1,1-1,S,1,0.020909091,0.884615385,3,1
HO-2714-40686,HO,10,11,FL,4,A,05/23/11,05/26/11,5,6,,06/28/10,4,0,07/03/10,Other,0,East Coast,>8,>8,,May,>8,>8,>8->8,H,1,0.003209243,0.833333333,1,0
HO-3561-40686,HO,11,12,FL,4,A,05/23/11,05/26/11,5,6,,07/05/10,2,2,07/03/10,Other,0,East Coast,>8,>8,,May,>8,>8,>8->8,H,1,0.003209243,0.833333333,1,0
SC-1-40718,SC,6,8,VA,7,A,06/24/11,06/30/11,7,8,,09/01/10,0,0,07/07/10,Other,0,Costa Rica,5-8,5-8,,June,5-8,5-8,5-8-5-8,S,1,0.007368421,0.875,1,0
HW-1544-40669,HW,8,8,CA,5,A,05/06/11,05/10/11,27,29,,09/04/10,0,1,07/08/10,Northern California,0,East Coast,5-8,5-8,,May,1,5-8,1-5-8,H,0,0.099616858,0.928571429,2,0
SG-1631-40716,SG,7,7,MA,5,A,06/22/11,06/26/11,21,23,,08/26/10,2,1,07/08/10,Other,0,West,5-8,5-8,,June,5-8,5-8,5-8-5-8,S,1,0.028460543,0.916666667,2,1
HD-1940-40611,HD,8,9,AZ,5,A,03/09/11,03/13/11,36,38,,07/10/10,13,3,07/08/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.045760431,0.944444444,2,0
SG-3700-40716,SG,9,9,MA,5,A,06/22/11,06/26/11,22,24,,09/01/10,2,1,07/08/10,Other,0,West,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,S,1,0.028460543,0.916666667,2,1
HW-3850-40669,HW,7,7,CA,5,A,05/06/11,05/10/11,27,29,,09/02/10,0,2,07/08/10,Northern California,0,East Coast,5-8,5-8,,May,1,5-8,1-5-8,H,0,0.099616858,0.928571429,2,0
HD-1719-40612,HD,5,7,TX,5,A,03/10/11,03/14/11,15,17,07/03/10,07/03/10,4,1,07/09/10,Houston,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.042105263,0.888888889,2,0
HD-3034-40612,HD,6,8,TX,5,A,03/10/11,03/14/11,16,18,07/03/10,07/03/10,5,3,07/09/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.042105263,0.888888889,2,0
HD-3897-40693,HD,6,7,CO,5,A,05/30/11,06/03/11,9,11,,07/07/10,5,2,07/09/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.015384615,0.833333333,2,0
HVP-997-40707,HVP,7,9,NY,3,T,06/13/11,06/15/11,39,42,,07/11/10,10,4,07/10/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.185714286,0.928571429,3,0
HD-1112-40703,HD,7,7,WI,3,A,06/09/11,06/11/11,13,14,,09/11/10,0,1,07/10/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,<5,<5,<5-<5,H,1,0.028,0.933333333,1,1
HVP-2615-40707,HVP,6,8,NY,3,T,06/13/11,06/15/11,41,44,,07/06/10,14,4,07/10/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.185714286,0.928571429,3,0
HD-3832-40703,HD,8,8,WI,3,A,06/09/11,06/11/11,13,14,,09/06/10,1,1,07/10/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,<5,<5,<5-<5,H,1,0.028,0.933333333,1,1
HD-337-40703,HD,7,7,TX,4,A,06/09/11,06/12/11,9,10,,07/10/10,6,0,07/13/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.011820331,0.909090909,1,1
HD-1221-40699,HD,6,6,IL,5,A,06/05/11,06/09/11,11,13,,08/22/10,0,3,07/13/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.033707865,0.857142857,2,1
HD-1529-40625,HD,9,9,IL,4,A,03/23/11,03/26/11,21,24,,07/16/10,4,3,07/13/10,Other,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.033333333,0.869565217,3,1
HS-1957-40672,HS,5,5,CA,1,A,05/09/11,05/09/11,120,123,,08/25/10,4,3,07/13/10,Southern California,1,CA History,<5,<5,,May,2,2,2-2,H,1,0.208955224,0.976744186,3,1
HN-2034-40704,HN,5,7,OH,5,T,06/10/11,06/14/11,24,26,,09/29/10,0,1,07/13/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.048,0.923076923,2,1
HS-2393-40672,HS,4,4,CA,1,A,05/09/11,05/09/11,132,135,,09/02/10,4,2,07/13/10,Southern California,1,CA History,<5,<5,,May,2,5-8,2-5-8,H,0,0.208955224,0.976744186,3,1
HD-2711-40703,HD,9,9,TX,4,A,06/09/11,06/12/11,10,11,,07/16/10,6,1,07/13/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.011820331,0.909090909,1,1
HN-2804-40704,HN,5,7,OH,5,T,06/10/11,06/14/11,25,27,,09/29/10,1,1,07/13/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.048,0.923076923,2,1
HD-3544-40625,HD,7,7,IL,4,A,03/23/11,03/26/11,21,24,,07/11/10,5,2,07/13/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.033333333,0.869565217,3,1
HS-3376-40679,HS,5,5,CA,2,A,05/16/11,05/17/11,9,10,,07/16/10,2,0,07/14/10,Southern California,0,CA History,<5,<5,,May,1,1,1-1,H,1,0.128571429,0.9,1,1
HC-24-40611,HC,10,13,CA,6,A,03/09/11,03/14/11,12,14,,08/25/10,3,1,07/15/10,Southern California,0,East Coast,>8,>8,,March,>8,>8,>8->8,H,1,0.014864865,0.846153846,2,1
HD-157-40698,HD,7,7,KS,4,A,06/04/11,06/07/11,13,14,,09/02/10,0,2,07/15/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.017699115,0.933333333,1,1
HD-188-40609,HD,8,9,WI,5,A,03/07/11,03/11/11,44,47,,08/28/10,2,2,07/15/10,Other,1,East Coast,5-8,>8,5-8->8,March,5-8,5-8,5-8-5-8,H,1,0.053846154,0.933333333,3,1
HD-2407-40686,HD,9,9,CA,6,A,05/23/11,05/28/11,11,12,,08/24/10,3,2,07/15/10,Northern California,1,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.01119403,0.923076923,1,1
HC-2433-40684,HC,9,9,CA,5,A,05/21/11,05/25/11,17,19,,08/23/10,6,3,07/15/10,Southern California,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.041450777,0.888888889,2,1
HC-2809-40684,HC,8,8,CA,5,A,05/21/11,05/25/11,15,17,,08/25/10,5,3,07/15/10,Southern California,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.041450777,0.888888889,2,1
HD-3141-40609,HD,9,10,WI,5,A,03/07/11,03/11/11,42,45,,08/29/10,3,2,07/15/10,Other,1,East Coast,5-8,>8,5-8->8,March,5-8,5-8,5-8-5-8,H,1,0.053846154,0.933333333,3,1
HD-3722-40698,HD,7,7,KS,4,A,06/04/11,06/07/11,15,16,,09/02/10,0,1,07/15/10,Other,0,East Coast,5-8,5-8,,June,5-8,>8,5-8->8,H,0,0.017699115,0.933333333,1,1
HD-729-40698,HD,,,MA,4,T,06/04/11,06/07/11,142,155,,09/13/10,11,11,07/16/10,Other,0,East Coast,Undefined,Undefined,,June,5-8,5-8,5-8-5-8,H,1,0.174193548,0.912162162,13,1
HD-754-40628,HD,7,7,IL,3,A,03/26/11,03/28/11,22,25,,07/14/10,1,2,07/16/10,Other,0,East Coast,5-8,5-8,,March,2,2,2-2,H,1,0.036666667,0.88,3,1
HD-1634-40628,HD,7,7,IL,3,A,03/26/11,03/28/11,22,25,,07/16/10,1,3,07/16/10,Other,0,East Coast,5-8,5-8,,March,2,2,2-2,H,1,0.036666667,0.88,3,1
HD-1895-40662,HD,9,9,AZ,5,A,04/29/11,05/03/11,42,47,,08/08/10,9,5,07/16/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.062407132,0.893617021,5,1
HD-2746-40662,HD,9,9,AZ,5,A,04/29/11,05/03/11,40,45,,08/04/10,9,5,07/16/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.062407132,0.893617021,5,1
HD-3080-40698,HD,,,MA,4,T,06/04/11,06/07/11,142,155,,09/13/10,8,12,07/16/10,Other,0,East Coast,Undefined,Undefined,,June,5-8,5-8,5-8-5-8,H,1,0.174193548,0.912162162,13,1
CC-880-40619,CC,7,7,OR,5,A,03/17/11,03/21/11,6,7,,,0,2,07/20/10,Pacific Northwest,1,East Coast,5-8,5-8,,March,2,5-8,2-5-8,C,0,0.107142857,0.857142857,1,1
CC-2007-40619,CC,8,8,OR,5,A,03/17/11,03/21/11,6,7,,,0,2,07/20/10,Pacific Northwest,1,East Coast,5-8,5-8,,March,2,5-8,2-5-8,C,0,0.107142857,0.857142857,1,1
HD-544-40647,HD,9,12,CA,6,A,04/14/11,04/19/11,5,6,,07/29/10,8,1,07/21/10,Southern California,0,East Coast,>8,>8,,April,Undefined,Undefined,Undefined-Undefined,H,1,NA,0.833333333,1,0
HD-2961-40647,HD,9,12,CA,6,A,04/14/11,04/19/11,5,6,,07/31/10,8,1,07/21/10,Southern California,0,East Coast,>8,>8,>8->8,April,Undefined,Undefined,Undefined-Undefined,H,1,NA,0.833333333,1,0
